t,mid,spread,obi,depth,volatility,intensity,queue,pup,pred,has_pred,real
313,2981.15,0.0999,0.8417,5540.0,2.067,105.82,159.22,0.5002,1,1,0
314,2981.15,0.0999,0.8029,5310.7,2.067,88.08,98.87,0.5002,1,1,0
315,2981.05,0.1001,0.7976,5633.1,2.029,98.95,116.72,0.5019,1,1,0
316,2980.85,0.0999,0.8442,10941.0,2.029,105.12,2047.26,0.5014,1,1,0
317,2980.85,0.0999,0.8805,9370.7,2.035,123.77,1063.2,0.5004,1,1,0
318,2980.85,0.0999,0.9122,9319.2,2.042,109.49,701.13,0.4979,0,1,0
319,2980.75,0.1001,0.8492,10617.0,2.035,102.88,1107.7,0.494,0,1,0
320,2980.7,0.2,0.7949,10902.9,2.038,132.81,718.05,0.4919,0,1,0
321,2980.55,0.1001,0.9155,9942.2,2.039,186.5,369.16,0.4876,0,1,0
322,2980.45,0.1001,0.9194,8502.3,1.943,194.56,3236.31,0.4766,0,1,0
323,2980.45,0.1001,0.8397,6825.2,1.123,174.16,1150.45,0.4679,0,1,0
324,2980.25,0.1001,0.9964,7459.9,1.116,183.38,763.71,0.4643,0,1,0
325,2980.15,0.0999,0.93,7996.1,1.113,169.71,1557.2,0.4635,0,1,0
326,2980.15,0.0999,0.9785,7741.0,1.09,144.02,1303.31,0.4609,0,1,0
327,2980.2,0.2,0.8666,8590.4,1.096,122.63,1263.71,0.4551,0,1,0
328,2980.15,0.0999,0.9133,7784.5,1.094,124.33,984.4,0.4364,0,1,0
329,2980.15,0.0999,0.9511,7439.3,0.26,105.78,950.48,0.4208,0,1,0
330,2980.35,0.0999,0.8986,5653.5,0.314,90.77,742.64,0.4109,0,1,0
331,2980.75,0.1001,0.271,1141.7,0.448,105.5,3.4,0.4286,0,1,0
332,2980.55,0.1001,0.8235,1491.4,0.468,89.82,4.07,0.4899,0,1,0
333,2980.25,0.1001,0.8874,7540.0,0.497,82.78,50.04,0.4745,0,1,0
334,2980.45,0.1001,0.732,3324.1,0.528,81.19,14.22,0.4532,0,1,0
335,2980.45,0.1001,0.6839,3524.3,0.526,67.02,27.2,0.4867,0,1,0
336,2980.45,0.1001,0.5559,4343.2,0.51,54.87,21.43,0.498,0,1,0
337,2980.15,0.0999,0.8799,8322.6,0.549,70.3,636.27,0.5055,1,1,0
338,2980.15,0.0999,0.9157,7535.7,0.549,70.06,213.8,0.4827,0,1,0
339,2980.05,0.1001,0.8837,8630.5,0.549,88.9,102.49,0.4878,0,1,0
340,2979.95,0.1001,0.9016,9374.6,0.551,113.94,1580.25,0.4818,0,1,0
341,2979.95,0.1001,0.8882,8294.9,0.545,108.87,495.79,0.4649,0,1,0
342,2979.7,0.2,0.8995,12176.8,0.566,204.79,1505.36,0.4547,0,1,0
343,2979.6,0.2,0.9701,11531.5,0.567,217.88,1524.54,0.3946,0,1,0
344,2979.45,0.1001,0.965,9941.1,0.561,215.36,2083.38,0.312,0,1,0
345,2979.5,0.2002,0.986,9511.4,0.562,180.31,1868.23,0.2591,0,1,0
346,2979.45,0.1001,0.9722,9772.1,0.562,149.26,1867.11,0.22,0,1,0
347,2979.45,0.1001,0.9849,10682.8,0.559,123.47,1738.14,0.1939,0,1,0
348,2979.95,0.1001,0.728,2437.9,0.683,119.04,0.34,0.1841,0,1,0
349,2979.45,0.1001,0.9865,9585.0,0.771,111.6,1689.25,0.2204,0,1,0
350,2979.45,0.1001,0.9681,9077.8,0.751,134.15,1021.41,0.2465,0,1,0
351,2979.35,0.0999,0.8802,7125.7,0.668,160.22,827.03,0.2646,0,1,0
352,2979.15,0.0999,0.9354,7898.9,0.668,209.85,749.56,0.2737,0,1,0
353,2978.95,0.1001,0.9286,7493.2,0.652,202.81,635.84,0.2937,0,1,0
354,2978.85,0.0999,0.9185,7287.8,0.62,185.44,970.82,0.318,0,1,0
355,2978.75,0.1001,0.9089,6302.5,0.617,179.02,2100.26,0.3454,0,1,0
356,2978.8,0.2,0.7736,5450.5,0.622,166.51,588.48,0.3592,0,1,0
357,2978.7,0.2,0.8562,7571.3,0.599,151.19,278.62,0.3586,0,1,0
358,2978.55,0.1001,0.9313,8832.3,0.599,141.91,313.61,0.3371,0,1,0
359,2978.35,0.3,0.9189,8511.9,0.605,181.99,3104.22,0.3363,0,1,0
360,2978.15,0.0999,0.9584,4724.9,0.611,207.37,1555.3,0.2783,0,1,0
361,2978.0,0.3999,0.9171,2316.0,0.608,270.56,236.13,0.2412,0,1,0
362,2977.15,0.3,0.8462,3827.1,0.817,360.91,1623.37,0.2084,0,1,0
363,2976.9,0.2,0.8786,3210.5,0.821,351.32,95.86,0.1709,0,1,0
364,2976.45,0.3,0.9804,6523.8,0.853,375.55,559.06,0.169,0,1,0
365,2975.95,0.1001,0.9523,5080.2,0.875,424.03,1839.65,0.1629,0,1,0
366,2975.85,0.3,0.886,2130.4,0.871,405.72,8.89,0.1783,0,1,0
367,2975.25,0.1001,0.9109,4993.3,0.911,411.75,4.97,0.201,0,1,0
368,2975.05,0.1001,0.8523,5039.7,0.73,344.0,2975.88,0.259,0,1,0
369,2974.85,0.0999,0.9226,5268.3,0.703,308.29,406.2,0.3099,0,1,0
370,2974.45,0.1001,0.7914,2321.5,0.69,293.19,1214.04,0.3604,0,1,0
371,2972.75,0.1001,0.9779,1209.0,1.257,345.18,79.91,0.4175,0,1,1
372,2972.4,0.4001,0.714,1421.8,1.253,326.48,391.61,0.442,0,1,1
373,2971.65,0.0999,0.6949,3426.3,1.284,337.63,1078.76,0.4676,0,1,1
374,2971.65,0.0999,0.5803,2772.7,1.298,311.78,306.7,0.4935,0,1,1
375,2971.65,0.0999,0.5694,2973.3,1.311,258.52,298.56,0.5238,1,1,1
376,2971.75,0.1001,0.6747,2657.9,1.32,223.99,79.58,0.5336,1,1,1
377,2972.05,0.1001,0.6791,2398.0,1.394,216.01,22.82,0.5342,1,1,1
378,2972.55,0.1001,0.1775,1343.4,1.518,208.76,54.68,0.5321,1,1,1
379,2972.55,0.1001,0.169,1189.3,1.533,185.24,38.79,0.5333,1,1,1
380,2972.45,0.1001,0.3693,1244.9,1.538,159.27,48.09,0.5275,1,1,-1
381,2972.05,0.1001,0.4305,1604.9,1.536,138.02,13.62,0.5203,1,1,1
382,2971.5,0.2002,0.8427,2815.6,1.49,165.93,595.56,0.5088,1,1,1
383,2971.05,0.1001,0.9255,2612.5,1.495,193.31,648.38,0.4928,0,1,1
384,2970.65,0.0999,0.9072,2536.0,1.493,210.3,323.32,0.4765,0,1,1
385,2970.45,0.1001,0.685,1759.7,1.485,228.73,92.6,0.481,0,1,1
386,2970.35,0.0999,0.5607,2028.5,1.485,190.17,431.98,0.4915,0,1,1
387,2970.35,0.0999,0.7098,2509.9,1.476,155.7,431.98,0.503,1,1,-1
388,2970.55,0.1001,0.595,2681.4,1.512,129.65,311.36,0.5082,1,1,-1
389,2970.65,0.0999,0.5058,1911.0,1.53,122.64,27.26,0.5129,1,1,1
390,2970.65,0.0999,0.4303,2241.4,1.531,102.59,28.01,0.5129,1,1,-1
391,2970.35,0.0999,0.541,2876.8,1.002,107.56,278.75,0.5112,1,1,-1
392,2970.35,0.0999,0.7384,4062.3,0.99,98.21,141.43,0.5035,1,1,0
393,2971.0,0.3999,0.1684,1567.7,1.003,142.22,0.23,0.5088,1,1,0
394,2972.25,0.1001,0.0547,997.9,1.376,185.69,1.55,0.5628,1,1,0
395,2972.75,0.1001,0.1503,2088.6,1.418,177.04,151.67,0.6069,1,1,0
396,2972.85,0.0999,0.5168,2509.6,1.418,188.45,258.67,0.5827,1,1,0
397,2973.05,0.3,0.4681,2418.2,1.41,170.61,7.38,0.5209,1,1,0
398,2973.65,0.0999,0.2293,2267.1,1.43,169.59,111.31,0.5133,1,1,0
399,2973.75,0.1001,0.1998,2169.9,1.429,146.64,3.36,0.5363,1,1,0
400,2973.85,0.0999,0.4622,3400.9,1.424,128.22,721.24,0.5247,1,1,0
401,2973.85,0.0999,0.122,1601.0,1.379,129.09,70.66,0.5096,1,1,0
402,2973.85,0.0999,0.1376,1877.1,1.291,108.59,65.96,0.5094,1,1,0
403,2973.7,0.2,0.5485,1628.4,1.233,94.34,89.92,0.5121,1,1,0
404,2973.85,0.0999,0.1644,1444.0,1.163,95.37,4.68,0.504,1,1,0
405,2973.85,0.0999,0.1083,1958.1,1.137,78.08,9.05,0.5222,1,1,0
406,2973.85,0.0999,0.1376,1913.9,1.126,65.92,57.52,0.531,1,1,0
407,2973.85,0.0999,0.2566,2214.0,1.126,53.97,39.34,0.524,1,1,0
408,2973.65,0.0999,0.29,2749.1,1.158,59.05,56.12,0.5227,1,1,0
409,2973.15,0.0999,0.5447,2289.6,1.254,107.26,51.47,0.4986,0,1,0
410,2972.7,0.2,0.4997,1418.8,1.321,127.52,144.22,0.4627,0,1,0
411,2972.95,0.1001,0.2886,556.7,1.287,111.65,11.75,0.4585,0,1,0
412,2973.35,0.0999,0.1819,458.1,1.298,99.93,13.44,0.5065,1,1,0
413,2973.35,0.0999,0.078,622.4,1.242,82.36,2.42,0.5499,1,1,0
414,2972.95,0.1001,0.1523,1694.2,0.944,73.41,5.25,0.5309,1,1,0
415,2972.15,0.0999,0.4833,1622.9,1.057,107.96,326.65,0.4884,0,1,0
416,2971.65,0.5,0.1871,1771.3,1.105,150.02,49.59,0.4446,0,1,0
417,2970.75,0.1001,0.9531,468.9,1.245,142.41,7.93,0.4842,0,1,0
418,2970.75,0.1001,0.8508,588.8,1.121,117.5,60.71,0.4297,0,1,0
419,2971.25,0.1001,0.0908,529.0,1.206,99.28,19.24,0.4747,0,1,0
420,2971.05,0.1001,0.0646,1982.2,1.194,83.64,6.64,0.5225,1,1,0
421,2970.25,0.1001,0.8546,2540.5,1.282,113.8,240.0,0.5106,1,1,0
422,2969.85,0.0999,0.7466,5121.6,1.284,161.33,602.52,0.4517,0,1,0
423,2969.45,0.1001,0.8668,3112.3,1.292,234.5,588.78,0.4529,0,1,0
424,2969.0,0.2002,0.846,2868.7,1.271,278.28,326.03,0.457,0,1,0
425,2968.8,0.2,0.8703,3043.8,1.258,241.43,432.06,0.4552,0,1,0
426,2968.7,0.2,0.7904,3281.0,1.249,208.0,211.02,0.4505,0,1,0
427,2968.65,0.0999,0.7835,3277.0,1.243,176.28,82.97,0.448,0,1,0
428,2968.45,0.1001,0.5851,4116.7,1.243,185.65,521.5,0.4667,0,1,0
429,2967.85,0.0999,0.9217,2879.6,1.256,242.81,325.04,0.4887,0,1,0
430,2967.75,0.1001,0.6749,1877.6,1.253,238.32,189.66,0.4837,0,1,0
431,2966.95,0.1001,0.8175,1905.7,1.254,253.3,292.08,0.4926,0,1,0
432,2966.55,0.1001,0.8707,3637.9,1.133,226.24,559.44,0.5034,1,1,0
433,2966.55,0.1001,0.928,3087.7,1.133,190.67,150.65,0.5044,1,1,0
434,2966.65,0.0999,0.8427,3204.4,1.176,157.74,18.33,0.5058,1,1,0
435,2966.75,0.1001,0.2323,1765.8,1.151,131.32,1.35,0.5109,1,1,0
436,2966.25,0.1001,0.9151,4928.0,1.151,141.78,1223.43,0.5178,1,1,0
437,2966.25,0.1001,0.8816,4516.9,1.058,134.57,701.13,0.5035,1,1,0
438,2966.25,0.1001,0.8931,3929.0,1.058,129.21,218.13,0.4996,0,1,0
439,2966.55,0.1001,0.7949,1515.9,0.988,122.28,26.88,0.4976,0,1,0
440,2966.75,0.1001,0.2207,1100.2,1.039,123.68,2.32,0.5055,1,1,0
441,2967.05,0.1001,0.1189,1555.2,1.001,115.58,38.23,0.5162,1,1,0
442,2967.15,0.0999,0.403,1894.4,1.0,119.83,438.07,0.527,1,1,0
443,2967.65,0.0999,0.1989,1393.9,1.08,149.04,3.29,0.5293,1,1,0
444,2968.05,0.1001,0.3771,2801.7,1.099,184.74,589.16,0.5547,1,1,0
445,2968.65,0.3,0.142,1315.9,1.19,209.26,15.63,0.5577,1,1,0
446,2969.35,0.0999,0.0828,977.2,1.295,197.07,5.05,0.5794,1,1,0
447,2969.45,0.1001,0.3744,913.7,1.294,171.68,0.97,0.5994,1,1,0
448,2969.45,0.1001,0.0679,3105.4,1.281,141.1,0.84,0.5465,1,1,0
449,2968.55,0.3,0.2442,835.0,1.383,139.09,15.68,0.519,1,1,0
450,2967.15,0.0999,0.7381,1153.0,1.738,158.47,202.8,0.4682,0,1,0
451,2966.95,0.1001,0.8226,1499.8,1.641,149.5,218.08,0.4174,0,1,0
452,2966.7,0.2,0.5622,1948.2,1.623,150.32,215.02,0.4634,0,1,0
453,2966.6,0.2,0.634,1504.0,1.625,154.25,47.44,0.4887,0,1,0
454,2966.3,0.2,0.9117,4293.1,1.638,144.6,138.92,0.4866,0,1,0
455,2966.25,0.1001,0.8778,4352.6,1.636,127.45,34.65,0.4726,0,1,0
456,2965.85,0.0999,0.8684,3276.5,1.621,161.45,1619.2,0.471,0,1,0
457,2965.85,0.0999,0.7297,2506.1,1.621,193.99,600.62,0.4764,0,1,0
458,2965.35,0.0999,0.8612,2295.1,1.658,194.54,192.01,0.4799,0,1,0
459,2965.45,0.1001,0.8042,2230.0,1.641,165.26,70.44,0.4887,0,1,0
460,2965.55,0.1001,0.6998,2195.9,1.634,139.83,7.82,0.4939,0,1,0
461,2965.35,0.0999,0.6637,2827.1,1.612,124.82,56.38,0.5031,1,1,0
462,2965.25,0.1001,0.8054,3017.0,1.606,110.35,707.45,0.5041,1,1,0
463,2965.6,0.2,0.7615,2568.8,1.578,116.09,0.42,0.5049,1,1,0
464,2965.65,0.0999,0.5335,1484.2,1.535,105.38,6.34,0.5121,1,1,0
465,2965.25,0.1001,0.7446,3235.1,1.442,90.08,716.54,0.5068,1,1,0
466,2965.15,0.0999,0.6472,3363.6,1.278,107.47,691.78,0.4957,0,1,0
467,2964.75,0.1001,0.6508,1673.0,1.262,149.62,185.29,0.5012,1,1,0
468,2964.25,0.1001,0.7361,1666.5,1.263,154.76,415.04,0.4965,0,1,0
469,2963.95,0.1001,0.314,2305.7,1.163,156.08,143.76,0.4919,0,1,0
470,2962.95,0.1001,0.5467,1592.4,0.953,208.09,62.85,0.5008,1,1,0
471,2961.95,0.1001,0.8507,1524.2,1.116,207.53,383.13,0.4902,0,1,0
472,2961.95,0.1001,0.9163,1310.6,1.131,177.88,286.39,0.4795,0,1,0
473,2961.75,0.1001,0.4921,2270.4,1.127,165.76,162.26,0.4908,0,1,0
474,2961.55,0.1001,0.3964,5971.0,1.126,149.85,39.17,0.5058,1,1,0
475,2961.45,0.1001,0.368,6222.8,1.122,144.26,53.11,0.5093,1,1,0
476,2960.7,0.3999,0.7795,1387.0,1.178,192.07,221.15,0.5158,1,1,0
477,2957.45,0.1001,0.3365,1337.8,2.483,207.46,278.57,0.4808,0,1,0
478,2955.75,0.1001,0.8801,920.4,2.657,235.29,98.1,0.43,0,1,0
479,2954.7,0.2,0.9193,5247.5,2.649,271.5,270.93,0.4818,0,1,-1
480,2953.95,0.1001,0.7562,1442.7,2.606,308.2,580.21,0.518,1,1,1
481,2953.0,0.3999,0.8986,2485.4,2.602,328.11,615.84,0.5201,1,1,1
482,2952.85,0.0999,0.9947,2162.6,2.597,271.35,533.46,0.5275,1,1,1
483,2953.45,0.1001,0.0124,1106.4,2.656,225.79,2.4,0.5194,1,1,1
484,2953.65,0.0999,0.025,3113.6,2.68,193.02,31.29,0.5422,1,1,1
485,2952.65,0.0999,0.9609,1983.0,2.691,202.62,1242.02,0.5452,1,1,1
486,2951.95,0.1001,0.8114,3314.3,2.66,211.21,188.17,0.5235,1,1,1
487,2951.75,0.1001,0.5794,5120.2,2.675,186.7,1715.63,0.5209,1,1,1
488,2950.95,0.1001,0.8172,2110.5,2.674,286.45,228.59,0.5308,1,1,1
489,2950.15,0.0999,0.9833,2422.3,2.661,313.38,2007.46,0.5268,1,1,1
490,2950.45,0.7,0.7892,2930.1,2.746,269.08,1931.57,0.5278,1,1,1
491,2950.7,0.2,0.7612,2582.7,2.802,221.57,0.31,0.5224,1,1,1
492,2950.55,0.5,0.7456,2775.3,2.787,187.03,0.01,0.4913,0,1,1
493,2950.15,0.0999,0.9068,1974.4,2.776,192.64,1294.65,0.509,1,1,1
494,2950.15,0.0999,0.6574,2107.5,2.795,172.95,889.65,0.4945,0,1,1
495,2949.35,0.0999,0.8767,2253.6,2.776,213.93,379.97,0.5206,1,1,1
496,2949.15,0.0999,0.8825,2242.4,2.789,182.22,377.31,0.5258,1,1,1
497,2949.05,0.1001,0.8227,2576.2,1.883,153.72,304.22,0.5289,1,1,1
498,2948.75,0.1001,0.8031,4026.2,1.6,161.02,225.86,0.5297,1,1,-1
499,2948.75,0.1001,0.8718,3573.8,1.523,137.63,108.01,0.5258,1,1,-1
500,2948.95,0.1001,0.6058,1624.5,1.523,119.57,5.74,0.522,1,1,0
501,2949.05,0.1001,0.2552,3584.6,1.441,101.34,9.27,0.5229,1,1,0
502,2948.65,0.0999,0.9503,5348.7,1.448,102.55,703.78,0.524,1,1,0
503,2949.05,0.1001,0.3955,1767.4,1.39,91.03,3.4,0.5092,1,1,0
504,2949.25,0.1001,0.6343,1907.5,1.39,100.09,976.62,0.5233,1,1,0
505,2950.25,0.1001,0.2466,2506.5,1.525,129.07,35.26,0.5264,1,1,0
506,2951.15,0.0999,0.1606,2027.0,1.629,176.73,20.22,0.5613,1,1,0
507,2951.85,0.5,0.0242,1703.4,1.712,190.56,0.23,0.5835,1,1,0
508,2953.9,0.2,0.4275,2056.7,2.173,262.24,765.29,0.6,1,1,0
509,2955.3,0.6001,0.0528,1847.7,2.229,285.4,33.84,0.6495,1,1,0
510,2955.55,0.1001,0.1428,1007.2,2.228,244.72,30.42,0.6743,1,1,0
511,2956.35,0.0999,0.1034,2230.5,2.264,227.19,16.91,0.5451,1,1,0
512,2956.75,0.1001,0.2377,927.3,2.24,206.85,0.21,0.5635,1,1,0
513,2956.75,0.1001,0.0014,683.0,2.186,170.81,0.03,0.5375,1,1,0
514,2956.45,0.1001,0.1583,857.2,2.223,140.75,6.62,0.5018,1,1,0
515,2957.05,0.1001,0.3495,597.7,2.054,164.72,0.34,0.4851,0,1,0
516,2957.85,0.0999,0.0737,4437.3,2.023,195.77,2.36,0.522,1,1,0
517,2957.95,0.1001,0.0162,3887.5,1.998,193.27,5.54,0.5806,1,1,0
518,2957.95,0.1001,0.0058,4350.7,1.945,159.87,5.07,0.5346,1,1,0
519,2957.25,0.1001,0.0578,2225.1,2.102,140.86,119.54,0.5133,1,1,0
520,2955.35,0.0999,0.2809,1199.8,2.712,183.85,8.61,0.4822,0,1,0
521,2953.55,0.1001,0.5058,670.2,3.131,195.48,77.29,0.4252,0,1,0
522,2952.05,0.1001,0.295,632.0,3.354,176.54,30.99,0.4436,0,1,0
523,2952.05,0.1001,0.6975,495.1,3.351,144.54,76.06,0.4806,0,1,0
524,2953.05,0.1001,0.7668,908.8,3.409,165.65,72.31,0.512,1,1,0
525,2953.8,0.2,0.1406,1126.2,3.38,143.96,59.88,0.5313,1,1,0
526,2953.65,0.0999,0.0415,1967.5,3.34,122.4,0.03,0.5262,1,1,0
527,2953.05,0.1001,0.1296,2009.5,3.349,114.53,1.08,0.5032,1,1,0
528,2948.75,0.2998,0.9566,4907.4,4.325,194.37,100.33,0.4971,0,1,0
529,2948.25,0.1001,0.9927,4073.4,4.131,239.26,262.68,0.4493,0,1,0
530,2947.6,1.4001,0.985,1817.0,4.109,346.71,232.68,0.5018,1,1,0
531,2942.75,0.2998,0.2318,2078.7,5.155,387.36,111.37,0.5321,1,1,0
532,2937.05,0.1001,0.6521,1004.8,6.279,383.67,203.4,0.4615,0,1,0
533,2936.25,0.1001,0.5932,4136.6,6.234,338.6,244.45,0.5181,1,1,-1
534,2936.15,0.0999,0.2718,4152.7,6.249,338.85,484.22,0.6073,1,1,-1
535,2923.7,0.2,0.4556,683.6,10.433,342.87,36.42,0.6312,1,1,1
536,2922.85,0.0999,0.9738,651.6,10.278,296.67,0.31,0.5238,1,1,1
537,2922.85,0.0999,0.9738,651.6,10.268,245.06,0.31,0.6224,1,1,1
538,2922.6,0.5999,0.9444,1155.7,10.245,204.63,379.25,0.685,1,1,1
539,2922.95,0.1001,0.807,312.3,10.337,176.6,1.25,0.6472,1,1,1
540,2923.75,0.2998,0.6156,157.1,10.503,172.5,12.6,0.6438,1,1,1
541,2924.75,0.5,0.0221,1085.1,10.673,160.27,3.0,0.6641,1,1,1
542,2927.85,0.3,0.223,1861.2,11.194,177.98,65.96,0.6614,1,1,1
543,2928.35,0.5,0.3609,1164.7,11.232,158.59,122.94,0.6711,1,1,1
544,2928.55,0.3,0.5066,979.3,11.158,142.53,0.35,0.6564,1,1,1
545,2928.5,0.7998,0.4751,1041.0,11.092,134.1,121.0,0.6447,1,1,1
546,2928.5,0.7998,0.4737,1038.1,11.101,114.86,118.68,0.6579,1,1,1
547,2928.05,0.1001,0.7785,483.5,11.106,122.5,13.09,0.6589,1,1,1
548,2925.45,0.1001,0.8536,694.6,10.91,128.57,4.83,0.6521,1,1,1
549,2924.55,0.1001,0.3456,2504.9,10.899,139.17,33.58,0.6451,1,1,1
550,2924.15,0.0999,0.8267,3152.8,10.908,150.19,479.07,0.6533,1,1,1
551,2924.15,0.0999,0.8244,2682.9,10.551,145.08,84.26,0.6601,1,1,1
552,2924.15,0.0999,0.8284,2617.6,9.886,120.6,40.88,0.6547,1,1,1
553,2924.4,0.2,0.821,2090.6,9.907,108.52,3.42,0.6518,1,1,1
554,2926.55,0.5,0.5646,2034.1,10.112,160.82,241.81,0.6499,1,1,1
555,2927.85,0.3,0.2414,807.1,3.889,171.36,20.73,0.6617,1,1,1
556,2929.45,0.3,0.169,3373.6,3.928,183.62,71.94,0.6347,1,1,1
557,2930.1,0.4001,0.018,975.4,3.926,236.62,6.7,0.6255,1,1,1
558,2931.3,0.6001,0.0268,1755.7,3.942,267.87,0.34,0.6087,1,1,1
559,2932.35,0.0999,0.0285,8288.5,3.967,288.92,0.1,0.6325,1,1,-1
560,2932.45,0.1001,0.0219,3522.4,3.967,298.18,3.39,0.6198,1,1,-1
561,2933.2,0.2,0.0642,2267.6,3.951,282.38,17.17,0.5882,1,1,-1
562,2933.7,0.2,0.2592,1145.9,3.351,256.93,8.77,0.5873,1,1,-1
563,2934.25,0.2998,0.1527,2412.3,3.353,231.02,171.09,0.5722,1,1,-1
564,2935.15,0.0999,0.04,4975.2,3.381,225.22,20.0,0.5598,1,1,-1
565,2935.45,0.1001,0.0428,2888.0,3.368,228.26,12.34,0.561,1,1,-1
566,2935.45,0.1001,0.0177,2481.4,3.368,201.2,12.33,0.5432,1,1,-1
567,2935.45,0.1001,0.136,2687.2,3.323,179.23,12.33,0.5167,1,1,-1
568,2935.45,0.1001,0.1744,1891.2,2.403,161.79,12.67,0.5144,1,1,-1
569,2935.85,0.3,0.13,1095.8,2.142,190.11,3.82,0.5118,1,1,-1
570,2936.35,0.0999,0.0182,2107.3,2.006,187.55,5.46,0.541,1,1,-1
571,2936.05,0.1001,0.1881,735.8,2.071,158.99,13.3,0.5598,1,1,-1
572,2935.75,0.1001,0.0536,2973.4,2.132,142.5,82.1,0.5082,1,1,-1
573,2934.95,0.1001,0.4954,596.0,2.357,143.31,72.9,0.4913,0,1,-1
574,2933.35,0.0999,0.7563,904.9,2.497,147.79,26.13,0.4725,0,1,-1
575,2933.45,0.1001,0.9291,1850.0,2.385,134.41,26.37,0.4385,0,1,-1
576,2935.85,0.5,0.1302,1144.5,2.695,202.49,0.01,0.4799,0,1,-1
577,2936.55,0.1001,0.2243,1510.6,2.698,243.37,76.6,0.6396,1,1,-1
578,2936.7,0.2,0.1379,2206.2,2.611,242.76,140.66,0.5337,1,1,-1
579,2937.15,0.0999,0.1029,2499.7,2.544,214.89,0.34,0.501,1,1,-1
580,2937.15,0.0999,0.1029,1433.2,2.548,215.09,5.63,0.5144,1,1,-1
581,2937.6,0.2,0.1841,2337.1,2.522,269.09,12.3,0.5079,1,1,-1
582,2937.9,0.2,0.04,3123.5,2.514,268.35,2.38,0.5198,1,1,-1
583,2938.15,0.0999,0.0998,3597.8,2.5,238.74,0.22,0.5346,1,1,-1
584,2938.15,0.0999,0.0658,2910.2,2.442,220.84,0.25,0.5176,1,1,-1
585,2938.15,0.0999,0.0758,2930.7,2.441,182.08,0.01,0.5097,1,1,-1
586,2938.1,0.2,0.0727,2927.2,2.443,150.16,0.01,0.5057,1,1,-1
587,2936.05,0.1001,0.0761,1026.4,2.932,145.78,66.41,0.5093,1,1,-1
588,2934.65,0.0999,0.4505,534.5,3.119,137.85,106.87,0.4468,0,1,-1
589,2933.45,0.1001,0.3631,2064.7,3.213,135.88,17.55,0.4589,0,1,-1
590,2933.55,0.1001,0.5674,983.7,3.181,128.83,25.71,0.4886,0,1,-1
591,2933.35,0.0999,0.6603,2251.7,3.179,114.36,52.06,0.5102,1,1,-1
592,2933.45,0.1001,0.4879,1648.9,3.181,116.47,13.84,0.5113,1,1,-1
593,2933.95,0.1001,0.3441,981.4,3.165,140.49,14.2,0.5088,1,1,0
594,2934.15,0.0999,0.3758,811.1,2.927,133.7,6.5,0.5214,1,1,0
595,2934.25,0.1001,0.3413,932.7,2.927,116.35,43.95,0.5168,1,1,0
596,2933.95,0.1001,0.2012,1472.0,2.278,109.94,0.97,0.5101,1,1,0
597,2933.45,0.1001,0.6982,1217.7,2.208,96.72,38.58,0.5025,1,1,0
598,2933.95,0.1001,0.1046,1043.3,2.251,106.56,2.01,0.4957,0,1,0
599,2934.25,0.1001,0.2394,1241.3,2.231,126.58,5.33,0.5245,1,1,0
600,2934.85,0.0999,0.3219,426.9,2.297,176.5,18.44,0.533,1,1,0
601,2934.55,0.1001,0.1998,363.0,2.258,151.22,7.55,0.5344,1,1,0
602,2934.05,0.1001,0.3739,1566.8,2.243,136.68,24.44,0.5055,1,1,0
603,2933.95,0.1001,0.8388,1268.4,2.218,127.31,37.52,0.4883,0,1,0
604,2934.55,0.3,0.5874,1924.9,2.294,127.25,61.06,0.4962,0,1,0
605,2935.35,0.0999,0.1607,1597.8,2.405,154.76,61.19,0.524,1,1,0
606,2936.15,0.0999,0.3206,1296.9,2.504,208.28,17.03,0.5293,1,1,0
607,2936.95,0.3,0.0185,381.1,2.071,246.66,0.1,0.5383,1,1,0
608,2937.2,0.2,0.4552,516.7,1.739,211.73,4.09,0.5749,1,1,0
609,2937.85,0.0999,0.289,4051.8,1.435,175.71,778.92,0.5309,1,1,0
610,2938.15,0.0999,0.2734,5397.7,1.433,186.09,150.01,0.5451,1,1,0
611,2938.15,0.0999,0.1711,4377.8,1.406,162.51,12.31,0.5368,1,1,0
612,2938.15,0.0999,0.1801,4394.5,1.413,136.5,21.47,0.5102,1,1,0
613,2938.15,0.0999,0.1489,5172.9,1.408,113.21,21.47,0.5092,1,1,0
614,2937.95,0.1001,0.1164,7719.1,1.44,99.03,241.15,0.5134,1,1,0
615,2936.45,0.1001,0.3274,2096.2,1.911,110.26,656.04,0.5064,1,1,0
616,2936.45,0.1001,0.3023,1961.0,1.886,107.31,466.45,0.4364,0,1,0
617,2935.05,0.1001,0.4162,889.4,2.158,140.07,108.55,0.4869,0,1,0
618,2935.05,0.1001,0.1685,1690.5,2.133,120.84,40.38,0.4743,0,1,0
619,2933.85,0.0999,0.9607,1377.1,2.316,159.48,51.13,0.4996,0,1,0
620,2933.15,0.0999,0.9127,2276.4,2.315,217.4,421.27,0.4906,0,1,0
621,2932.4,0.8,0.9988,2483.5,2.363,278.96,1601.79,0.486,0,1,0
622,2931.15,0.3,0.936,1261.0,2.498,321.56,200.99,0.471,0,1,0
623,2930.0,0.2002,0.9244,765.7,2.607,324.54,45.82,0.4045,0,1,0
624,2927.0,1.2002,0.8867,914.0,3.26,352.9,128.97,0.4458,0,1,0
