ts,mid,spread,obi,depth,volatility,trade_intensity,queue_at_best,hour
1764559187867476878,2823.65,0.099853516,0.53923345,704.3519,8.808674465399235e-05,158.40678988851,69.10581,3
1764559188867476878,2822.95,0.100097656,0.6243571,788.6621,9.650333959143609e-05,155.614012687934,80.052185,3
1764559189867476878,2823.35,0.099853516,0.8097198,1013.83167,0.00010760516306618229,139.00720960048798,6.0354,3
1764559190867476878,2823.65,0.099853516,0.7936639,507.08325,0.00011335989984218031,121.24151652327913,105.50829,3
1764559191867476878,2823.85,0.099853516,0.5770244,562.4398,0.00011590875510592014,100.71431210279704,162.9492,3
1764559192867476878,2824.15,0.099853516,0.8147088,1379.3105,0.00012025483010802418,89.16486672976859,889.2771,3
1764559193867476878,2824.55,0.100097656,0.2781357,680.27515,0.0001266630133613944,94.21052037563746,12.0624,3
1764559194867476878,2824.65,0.099853516,0.12834316,791.9105,0.0001273383677471429,80.0333582457665,52.0599,3
1764559195867476878,2824.65,0.099853516,0.1367753,847.72327,0.00012546413927339017,65.5257716679163,70.629196,3
1764559196867476878,2824.65,0.099853516,0.5812351,966.07935,0.00012451945804059505,53.647964383689,133.9386,3
1764559197867476878,2824.95,0.100097656,0.38531935,681.226,0.00012648360279854387,75.4640872453896,13.514964,3
1764559198867476878,2825.05,0.100097656,0.16377987,1901.7501,0.0001214840667671524,69.94188509225117,78.86179,3
1764559199867476878,2825.05,0.100097656,0.13557905,1945.8381,0.00012059713480994105,57.26357225327247,32.674393,3
1764559200867476878,2824.65,0.099853516,0.15245615,2337.1409,0.00012428344052750617,51.95898654867371,77.26759,3
1764559201867476878,2824.95,0.100097656,0.3063768,1454.265,0.00012598477769643068,54.866728976861594,5.805401,3
1764559202867476878,2824.95,0.100097656,0.16856067,1590.4742,0.00012598477769643068,44.92107833415142,95.915306,3
1764559203867476878,2824.95,0.100097656,0.18477535,1472.938,0.00012570031685754657,36.778268293594806,69.8272,3
1764559204867476878,2824.45,0.100097656,0.60941386,1463.7318,0.00012992096890229732,49.50730871757488,78.9661,3
1764559205867476878,2824.45,0.100097656,0.5989377,1571.3008,0.0001282787707168609,40.53315614920422,123.56928,3
1764559206867476878,2824.45,0.100097656,0.64299864,1630.8604,0.00011961229756707326,33.72954919943145,124.365685,3
1764559207867476878,2824.45,0.100097656,0.6208314,1590.4287,0.00010047515388578176,27.615419217031352,156.23029,3
1764559208867476878,2824.45,0.100097656,0.62543,1568.504,8.072363561950624e-05,22.60959297212425,124.71968,3
1764559209867476878,2824.75,0.100097656,0.71841735,3088.6538,7.851026020944118e-05,35.73174753844566,222.55434,3
1764559210867476878,2825.65,0.099853516,0.19087443,2359.518,0.00010018311877502128,147.62349881102182,1.4159,3
1764559211867476878,2825.65,0.099853516,0.33370048,2106.4375,0.00010011588892666623,144.42890045341682,122.123604,3
1764559212867476878,2825.65,0.099853516,0.45939842,1847.4775,9.883458551485091e-05,126.0429600520976,87.47579,3
1764559213867476878,2825.75,0.100097656,0.39775005,1726.5872,9.530106763122603e-05,108.8145942582144,1.2653,3
1764559214867476878,2826.15,0.099853516,0.15142182,1582.7351,9.880904690362513e-05,122.08085764271021,7.5780997,3
1764559215867476878,2826.25,0.100097656,0.1258102,1596.9445,9.863435116130859e-05,114.99670000874953,2.4106,3
1764559216867476878,2826.35,0.099853516,0.047116708,1667.4998,9.842904546530917e-05,98.13925823193067,1.2565,3
1764559217867476878,2826.35,0.099853516,0.22675268,1958.1206,9.702886018203571e-05,83.43120599641743,0.5366,3
1764559218867476878,2826.45,0.100097656,0.26446387,1385.4323,9.702886018203571e-05,110.3621594015593,27.3263,3
1764559219867476878,2826.65,0.099853516,0.5413317,1639.051,9.73465503193438e-05,124.43551229949034,9.055599,3
1764559220867476878,2826.05,0.100097656,0.19237961,316.125,0.00010446091619087383,113.84295099145939,3.0883,3
1764559221867476878,2825.55,0.100097656,0.31991026,1395.2744,0.00011141184222651646,100.45749487473805,92.761505,3
1764559222867476878,2825.45,0.100097656,0.5027709,979.2611,0.00011184444156242535,88.04825633262637,65.4235,3
1764559223867476878,2825.45,0.100097656,0.56353855,1038.522,0.00011184443428646773,72.08781521441436,135.8028,3
1764559224867476878,2825.45,0.100097656,0.36311972,1132.1902,0.00010344259499106556,59.02051123824387,53.481094,3
1764559225867476878,2825.15,0.099853516,0.33744875,1017.7047,0.00010689163900678977,74.96848691067156,73.600006,3
1764559226867476878,2825.15,0.099853516,0.40248632,952.4474,0.00010689163900678977,61.56027499241297,103.247406,3
1764559227867476878,2825.15,0.099853516,0.33162168,1185.448,0.00010689163900678977,50.401290304225924,107.10259,3
1764559228867476878,2825.15,0.099853516,0.2842703,1710.3633,0.00010689163900678977,41.26508636688087,139.7555,3
1764559229867476878,2824.95,0.100097656,0.21532086,1410.8605,0.00010606872092466801,53.18080465764028,50.197403,3
1764559230867476878,2825.15,0.099853516,0.4823808,1733.2585,7.975583139341325e-05,70.36860879110156,65.80799,3
1764559231867476878,2825.25,0.100097656,0.1580353,1211.3673,8.032028563320637e-05,67.03894490853342,1.1501,3
1764559232867476878,2825.25,0.100097656,0.1008103,1377.7847,8.032027835724875e-05,56.15573057897103,0.7962,3
1764559233867476878,2825.25,0.100097656,0.08611609,1677.6223,7.974256732268259e-05,49.601808525005566,1.1501,3
1764559234867476878,2825.35,0.099853516,0.053540163,1675.2428,7.28390077711083e-05,44.054641739226014,17.263586,3
1764559235867476878,2825.35,0.099853516,0.046909053,1950.9451,7.204349094536155e-05,36.0688900077372,8.1273,3
1764559236867476878,2825.35,0.099853516,0.042234197,1757.3623,7.117757195373997e-05,29.530709478721572,6.3576,3
1764559237867476878,2825.35,0.099853516,0.21100202,1718.4773,7.117757195373997e-05,24.540238504284844,122.37611,3
1764559238867476878,2825.35,0.099853516,0.12602231,1856.7115,7.027414540061727e-05,20.091847951326415,82.10149,3
1764559239867476878,2825.35,0.099853516,0.326409,1671.2522,6.737720832461491e-05,33.48912301458749,89.34199,3
1764559240867476878,2825.45,0.100097656,0.20023014,1551.3539,5.2595998567994684e-05,48.4458075486085,19.3759,3
1764559241867476878,2825.35,0.099853516,0.13875791,1546.2921,3.6931152862962335e-05,58.69734342455512,25.961498,3
1764559242867476878,2825.15,0.099853516,0.38601175,1733.2473,3.922033647540957e-05,58.027128766373934,25.8849,3
1764559243867476878,2825.15,0.099853516,0.584264,1674.7604,3.922033647540957e-05,47.50859483384635,112.8795,3
1764559244867476878,2825.15,0.099853516,0.5915351,1706.636,3.922033647540957e-05,38.89674762599174,116.4022,3
1764559245867476878,2825.15,0.099853516,0.5881516,1694.9272,3.164093868690543e-05,31.84596347611242,121.4131,3
1764559246867476878,2825.15,0.099853516,0.5055638,1775.7856,3.164093868690543e-05,26.073269659291427,121.4131,3
1764559247867476878,2825.15,0.099853516,0.31543288,2245.2568,3.164093868690543e-05,21.346987703356966,60.6557,3
1764559248867476878,2825.15,0.099853516,0.32276747,2492.955,3.164093868690543e-05,17.477435318315866,151.3674,3
1764559249867476878,2825.15,0.099853516,0.48719534,2633.4702,2.719702933973167e-05,14.309313780036465,166.94771,3
1764559250867476878,2825.35,0.099853516,0.12849692,2640.0073,2.7255939130554907e-05,38.180785297773056,45.225204,3
1764559251867476878,2825.35,0.099853516,0.12568572,2732.919,2.626886998768896e-05,31.44105234687649,20.4477,3
1764559252867476878,2825.35,0.099853516,0.1321329,2819.8943,2.626886998768896e-05,25.741756465522435,48.763397,3
1764559253867476878,2825.35,0.099853516,0.0608408,2991.3806,2.626886998768896e-05,21.07556765656719,10.7278,3
1764559254867476878,2825.35,0.099853516,0.07272993,4005.8003,2.5085893867071718e-05,17.255215379007215,11.5239,3
1764559255867476878,2825.25,0.100097656,0.2107315,4725.828,2.626886998768896e-05,15.577529457153496,7.4054,3
1764559256867476878,2825.25,0.100097656,0.19847876,4813.133,2.626886998768896e-05,12.753802423549727,7.4054,3
1764559257867476878,2824.95,0.100097656,0.61079997,4334.5684,3.469011790002696e-05,24.762200769680092,238.49237,3
1764559258867476878,2824.95,0.100097656,0.5703318,4992.96,3.469011790002696e-05,20.273575284028365,291.86746,3
1764559259867476878,2824.85,0.099853516,0.6661489,3971.3489,3.517897494020872e-05,46.87056379585274,453.27155,3
1764559260867476878,2824.55,0.100097656,0.8207538,3425.3987,3.9563234167872e-05,103.0874931449286,617.0495,3
1764559261867476878,2824.85,0.099853516,0.41136158,2942.4868,4.736831033369526e-05,117.391903835276,3.1443217,3
1764559262867476878,2824.95,0.100097656,0.09711515,2784.134,4.603699198924005e-05,120.58371016678599,2.1064,3
1764559263867476878,2824.95,0.100097656,0.13265476,2888.8105,4.603699198924005e-05,102.35097677223015,13.3382,3
1764559264867476878,2824.95,0.100097656,0.24827082,3263.0154,4.603699198924005e-05,85.79185400713722,26.014,3
1764559265867476878,2825.15,0.099853516,0.071497925,4817.222,4.879421248915605e-05,98.88097025289859,1.2380999,3
1764559266867476878,2825.15,0.099853516,0.07444956,4958.969,4.879421248915605e-05,83.31339145022342,2.7742,3
1764559267867476878,2824.95,0.100097656,0.103582166,4100.2305,5.1160965085728094e-05,68.75504346428816,1.7214999,3
1764559268867476878,2824.95,0.100097656,0.14112568,3459.163,5.116096144774929e-05,56.83567625419207,57.495796,3
1764559269867476878,2824.95,0.100097656,0.16663653,3384.2344,5.1160965085728094e-05,46.53311602129104,85.1855,3
1764559270867476878,2824.95,0.100097656,0.1437854,3725.8606,4.824269490200095e-05,38.09809312317672,65.93381,3
1764559271867476878,2824.95,0.100097656,0.29147717,3882.5894,4.824269126402214e-05,31.192080473573554,166.46292,3
1764559272867476878,2824.95,0.100097656,0.3708433,4370.8555,4.824269126402214e-05,25.53791553619789,583.4462,3
1764559273867476878,2825.35,0.099853516,0.20299803,6712.528,5.814051110064611e-05,117.7064546753509,54.588,3
1764559274867476878,2825.65,0.099853516,0.2102804,3672.3447,6.255076732486486e-05,219.63298218546174,116.7638,3
1764559275867476878,2825.75,0.100097656,0.09370246,3440.2603,6.21446015429683e-05,185.62089280697063,14.305932,3
1764559276867476878,2825.75,0.100097656,0.10198864,3557.1926,6.21446015429683e-05,158.31795699712904,16.470533,3
1764559277867476878,2825.75,0.100097656,0.13815922,3551.6123,5.63893117941916e-05,135.05785756568756,12.710233,3
1764559278867476878,2825.75,0.100097656,0.27196658,2743.1184,5.638931907014921e-05,159.15617960895506,24.010534,3
1764559279867476878,2825.85,0.099853516,0.196141,3012.5527,5.53837489860598e-05,134.65652071438276,7.7433004,3
1764559280867476878,2825.65,0.099853516,0.14602631,3015.9773,5.185428017284721e-05,118.5858199697603,47.672745,3
1764559281867476878,2825.45,0.100097656,0.5648038,2213.1355,5.136598338140175e-05,103.25301208356044,308.17117,3
1764559282867476878,2825.85,0.099853516,0.29059896,2956.0078,5.8633984735934064e-05,126.95342012049565,116.7558,3
1764559283867476878,2825.85,0.099853516,0.34335148,2830.1777,5.8633984735934064e-05,119.71109374329438,27.610298,3
1764559284867476878,2825.85,0.099853516,0.35160193,2586.25,5.8633984735934064e-05,106.1682700437271,31.831299,3
1764559285867476878,2825.95,0.100097656,0.17907897,3451.8418,5.748273179051466e-05,104.86888313116702,16.2203,3
1764559286867476878,2826.15,0.099853516,0.1864941,3162.9822,5.865909406566061e-05,124.65099850173912,119.11009,3
1764559287867476878,2826.35,0.099853516,0.19581814,3569.936,5.6067710829665884e-05,158.61161091492093,86.9354,3
1764559288867476878,2826.85,0.099853516,0.15047303,2683.3442,6.474502151831985e-05,207.62471058083085,46.6374,3
1764559289867476878,2827.35,0.099853516,0.06269614,2200.2024,7.13005501893349e-05,297.0584777437764,0.78999996,3
1764559290867476878,2827.6,0.19995117,0.09262542,2733.5757,7.126588025130332e-05,268.40733651352144,75.2888,3
1764559291867476878,2827.65,0.099853516,0.23811753,3006.0762,7.078780618030578e-05,227.7291876199395,88.6583,3
1764559292867476878,2827.55,0.100097656,0.03152938,2713.469,7.237792306113988e-05,192.9745821671027,57.2087,3
1764559293867476878,2827.45,0.100097656,0.124587186,1590.2986,7.094623288139701e-05,161.07580218025518,133.36014,3
1764559294867476878,2827.45,0.100097656,0.12298145,1741.7445,6.955771095817909e-05,131.87771282168035,144.58247,3
1764559295867476878,2827.45,0.100097656,0.12432601,1744.6305,6.989308167248964e-05,107.97233913269616,159.24556,3
1764559296867476878,2827.45,0.100097656,0.058519192,2405.1025,6.989308894844726e-05,88.40027452970358,118.07475,3
1764559297867476878,2826.75,0.100097656,0.7692207,846.77234,9.247106208931655e-05,96.66610242555498,178.86702,3
1764559298867476878,2826.75,0.100097656,0.56064534,1167.0669,9.247106208931655e-05,79.32478008290997,227.60822,3
1764559299867476878,2826.45,0.100097656,0.3871688,2214.4937,9.616906754672527e-05,78.90336894802158,48.603596,3
1764559300867476878,2826.45,0.100097656,0.5457975,1643.8958,9.43826962611638e-05,64.60061467920356,108.87779,3
1764559301867476878,2826.75,0.100097656,0.370266,1737.6227,9.429575584363192e-05,72.83012706702687,32.291298,3
1764559302867476878,2826.75,0.100097656,0.36423516,1351.4961,9.03560794540681e-05,65.61014992877861,4.2462,3
1764559303867476878,2826.85,0.099853516,0.5903687,1277.0984,9.037755080498755e-05,57.7049708930326,278.1715,3
1764559304867476878,2827.6,0.19995117,0.070964366,2758.7788,0.00010506108083063737,98.36276190760472,28.9963,3
1764559305867476878,2827.85,0.099853516,0.17019026,2857.6606,0.00010581342939985916,114.42996730586084,0.2828,3
1764559306867476878,2828.2002,0.19995117,0.11481924,2162.688,0.00010735525575000793,138.09829880291073,19.5673,3
1764559307867476878,2828.25,0.100097656,0.39564797,2185.648,0.0001071207516361028,137.17413401832368,0.9906,3
1764559308867476878,2828.35,0.099853516,0.3935208,2709.8428,0.00010197019582847133,115.93406698608251,248.27441,3
1764559309867476878,2828.4,0.19995117,0.32910892,2991.2454,9.595580922905356e-05,107.06382551468374,250.35962,3
1764559310867476878,2828.35,0.099853516,0.19746716,2589.8271,9.48806045926176e-05,93.63833163947326,153.4575,3
1764559311867476878,2828.05,0.100097656,0.17624599,2238.072,9.834959200816229e-05,90.9848522869912,18.167898,3
1764559312867476878,2828.05,0.100097656,0.28793204,1719.7134,9.788916213437915e-05,74.49209663161724,98.04859,3
1764559313867476878,2828.15,0.099853516,0.25957564,1684.9805,9.750596655067056e-05,63.16420133662599,116.504196,3
1764559314867476878,2828.15,0.099853516,0.16238032,1955.0011,9.750596655067056e-05,51.71447412790506,42.6804,3
1764559315867476878,2828.15,0.099853516,0.25314495,1902.6475,9.750595927471295e-05,42.88403808853757,89.20819,3
1764559316867476878,2828.15,0.099853516,0.16595165,2090.929,9.750595927471295e-05,35.110480799253224,49.1919,3
1764559317867476878,2828.15,0.099853516,0.17379639,2406.684,7.728388300165534e-05,28.746030385702614,45.8801,3
1764559318867476878,2828.05,0.100097656,0.18084511,2831.9707,7.82262795837596e-05,26.25429780951912,19.935898,3
1764559319867476878,2827.85,0.099853516,0.31431437,2104.2742,7.565566193079576e-05,29.652317128612015,137.5981,3
1764559320867476878,2827.85,0.099853516,0.4328155,1735.1555,7.565566193079576e-05,24.277263933215654,194.64552,3
1764559321867476878,2827.85,0.099853516,0.41261643,1896.2712,7.346903294092044e-05,20.057811829636595,220.56761,3
1764559322867476878,2827.85,0.099853516,0.39851624,2325.1033,7.346903294092044e-05,16.42194738437482,234.76022,3
1764559323867476878,2827.85,0.099853516,0.38468787,2051.2703,7.3486145993229e-05,13.445153349016191,219.9685,3
1764559324867476878,2828.05,0.100097656,0.26103532,2918.3145,4.882940629613586e-05,31.128846935032993,132.39209,3
1764559325867476878,2828.15,0.099853516,0.2029068,2429.3835,4.5701770432060584e-05,55.39557003570179,40.979404,3
1764559326867476878,2828.15,0.099853516,0.13836962,2764.6917,3.678676512208767e-05,45.89786451328026,39.968903,3
1764559327867476878,2828.05,0.100097656,0.30254507,2699.1887,3.7259691453073174e-05,40.115762634537376,93.69789,3
1764559328867476878,2828.05,0.100097656,0.31774136,2524.7236,3.620035568019375e-05,32.84400855207235,60.8211,3
1764559329867476878,2828.25,0.100097656,0.41204625,3988.501,3.9559232391184196e-05,41.93574735046538,515.056,3
1764559330867476878,2828.85,0.099853516,0.113493584,2705.3628,6.106894579716027e-05,182.24979149750132,42.9491,3
1764559331867476878,2829.05,0.100097656,0.10728643,5703.5605,5.6429296819260344e-05,181.11689649932964,116.6214,3
1764559332867476878,2829.05,0.100097656,0.14099318,5864.8213,5.6429296819260344e-05,153.36151197985956,79.07291,3
1764559333867476878,2829.05,0.100097656,0.18455897,5605.316,5.640245581162162e-05,136.9817487525355,7.4559,3
1764559334867476878,2829.05,0.100097656,0.22210678,5537.7983,5.6402452173642814e-05,118.13305546252889,42.5388,3
1764559335867476878,2829.55,0.100097656,0.19313309,3081.8835,6.623042281717062e-05,207.47467533159238,3.5341,3
1764559336867476878,2830.0,0.20019531,0.13352661,1829.3088,7.204952271422371e-05,215.18320890934896,5.4821,3
1764559337867476878,2830.1,0.19995117,0.2755512,2413.113,7.165881834225729e-05,188.3221502238632,162.0773,3
1764559338867476878,2830.15,0.099853516,0.23579295,2157.7158,6.999827019171789e-05,158.5355978001768,13.6464,3
1764559339867476878,2830.15,0.099853516,0.28796658,2302.4602,6.615495658479631e-05,130.88558485813888,24.578299,3
1764559340867476878,2830.15,0.099853516,0.25543138,2200.296,6.615495658479631e-05,107.52259195180018,23.265497,3
1764559341867476878,2830.15,0.099853516,0.4134797,2642.4429,6.615495658479631e-05,91.65743762003427,32.117397,3
1764559342867476878,2830.15,0.099853516,0.39889398,2523.2903,6.615495658479631e-05,78.1243401255231,29.906498,3
1764559343867476878,2830.15,0.099853516,0.15418948,2924.4575,6.615495658479631e-05,64.50660756545598,24.253098,3
1764559344867476878,2830.15,0.099853516,0.16628675,2828.1477,6.634544843109325e-05,52.99481263749364,24.606398,3
1764559345867476878,2830.25,0.100097656,0.3255894,3717.7544,6.634544843109325e-05,69.1287159228483,76.443695,3
1764559346867476878,2830.55,0.100097656,0.08215246,3228.5947,6.741159450029954e-05,114.60396466187328,5.5331,3
1764559347867476878,2830.55,0.100097656,0.07860702,3035.0876,6.579735781997442e-05,100.35548318253058,12.1255,3
1764559348867476878,2830.55,0.100097656,0.10077594,3646.9854,6.579735781997442e-05,83.2517358030701,23.5253,3
1764559349867476878,2830.15,0.099853516,0.49290267,1851.1007,7.686333992751315e-05,79.03691116441786,217.80458,3
1764559350867476878,2830.55,0.100097656,0.16549596,3899.7954,6.9885361881461e-05,83.19941298464724,42.402794,3
1764559351867476878,2830.65,0.099853516,0.072199985,3020.7722,6.928266520844772e-05,117.78569170519924,1.4925,3
1764559352867476878,2830.65,0.099853516,0.11933912,3482.749,6.928267248440534e-05,98.42872978775097,16.2762,3
1764559353867476878,2830.65,0.099853516,0.19276458,3469.8662,6.928267248440534e-05,82.76185902669876,30.144,3
1764559354867476878,2830.65,0.099853516,0.195756,3499.5005,6.928267248440534e-05,68.84729464859495,12.480499,3
1764559355867476878,2830.65,0.099853516,0.18717268,3463.9934,6.047544957255013e-05,58.54262835809007,32.0512,3
1764559356867476878,2830.65,0.099853516,0.16861878,3374.6438,5.1401610107859597e-05,51.193496647379824,14.387799,3
1764559357867476878,2830.65,0.099853516,0.13519862,3376.908,5.114759915159084e-05,44.27019027279066,12.035299,3
1764559358867476878,2830.65,0.099853516,0.0772622,3768.7925,5.1159200666006655e-05,37.15171245555753,3.0746999,3
1764559359867476878,2830.35,0.099853516,0.27897048,2612.589,5.6948905694298446e-05,36.21786541837983,201.5929,3
1764559360867476878,2829.95,0.100097656,0.7873429,1945.615,6.516261782962829e-05,54.124028563339564,201.85432,3
1764559361867476878,2829.7998,0.19995117,0.43882877,3557.1152,6.603453948628157e-05,76.57893261739643,340.4395,3
1764559362867476878,2828.85,0.099853516,0.68423057,1141.7568,9.749894525157288e-05,128.49826380444162,1.1260881,3
1764559363867476878,2828.6,0.19995117,0.7790842,725.5611,9.835214586928487e-05,113.90640414608053,195.62941,3
1764559364867476878,2828.35,0.099853516,0.4932319,1073.3118,9.901534212986007e-05,99.78436893611811,133.75511,3
1764559365867476878,2828.35,0.099853516,0.5040162,1085.0277,9.81144403340295e-05,81.87780077140117,140.69441,3
1764559366867476878,2828.35,0.099853516,0.43715855,1286.4155,9.314431372331455e-05,67.21714273286025,155.43202,3
1764559367867476878,2828.35,0.099853516,0.52279484,1157.3228,9.314431372331455e-05,55.03274188942487,188.68994,3
1764559368867476878,2828.35,0.099853516,0.51147205,1242.3451,9.314430644735694e-05,45.05699821107502,193.02405,3
1764559369867476878,2828.35,0.099853516,0.37623736,1582.4935,9.040800796356052e-05,36.88955007678673,172.10553,3
1764559370867476878,2827.85,0.099853516,0.8113272,1672.4092,8.638698636787012e-05,80.59545975939658,246.124,3
1764559371867476878,2827.85,0.099853516,0.8234222,1749.3196,8.502353739459068e-05,66.52978920424299,242.64859,3
1764559372867476878,2827.85,0.099853516,0.9535108,2172.8855,8.502353739459068e-05,54.46998441730925,242.64859,3
1764559373867476878,2827.85,0.099853516,0.9384225,2000.8871,8.502353739459068e-05,44.596251362129536,242.64859,3
1764559374867476878,2827.85,0.099853516,0.93390906,1968.5643,8.502353739459068e-05,36.69359170909331,242.36569,3
1764559375867476878,2827.85,0.099853516,0.8481299,1809.0299,8.502353739459068e-05,30.585979713888012,233.7019,3
1764559376867476878,2827.85,0.099853516,0.74643457,1816.2262,8.502353739459068e-05,30.117221118595914,129.7376,3
1764559377867476878,2827.85,0.099853516,0.929117,2580.7703,8.502353739459068e-05,25.201702867810187,562.05914,3
1764559378867476878,2827.85,0.099853516,0.88009346,2344.917,8.502353739459068e-05,20.63340916780977,285.17148,3
1764559379867476878,2827.85,0.099853516,0.8629343,2590.7124,8.464272104902193e-05,16.89320662652703,247.3635,3
1764559380867476878,2827.85,0.099853516,0.8074948,2650.2993,8.20798086351715e-05,13.830987783238427,276.4647,3
1764559381867476878,2827.85,0.099853516,0.86630094,2564.8586,8.23794471216388e-05,11.323855043583164,283.31198,3
1764559382867476878,2827.85,0.099853516,0.80670655,2560.5564,4.501844887272455e-05,9.271188367578747,245.50069,3
1764559383867476878,2828.05,0.100097656,0.66333956,2720.465,4.587024886859581e-05,13.028684441776118,39.700596,3
1764559384867476878,2828.35,0.099853516,0.27498588,2163.605,4.863832509727217e-05,26.618678353768345,310.72244,3
1764559385867476878,2828.35,0.099853516,0.20805946,1974.5238,4.863832509727217e-05,21.79353057452133,106.7597,3
1764559386867476878,2828.55,0.100097656,0.6013954,2390.4497,5.1012306357733905e-05,44.48961299704254,208.10483,3
1764559387867476878,2828.95,0.100097656,0.2786826,1715.069,5.920272087678313e-05,67.60332482380375,171.87062,3
1764559388867476878,2828.95,0.100097656,0.2783431,1574.6023,5.920272087678313e-05,55.53019029049028,107.2493,3
1764559389867476878,2828.95,0.100097656,0.08498217,2039.9138,5.920272087678313e-05,45.46427451509674,31.0231,3
1764559390867476878,2828.75,0.100097656,0.14622404,1654.0542,4.5357282942859456e-05,45.19884657645805,36.408203,3
1764559391867476878,2828.95,0.100097656,0.35212752,2194.812,4.6707868023077026e-05,46.794225029588645,269.98694,3
1764559392867476878,2828.95,0.100097656,0.17443292,1824.374,4.6707868023077026e-05,38.31187109817566,78.3155,3
1764559393867476878,2828.95,0.100097656,0.1772922,1792.0416,4.6707868023077026e-05,31.36710707603592,74.430305,3
1764559394867476878,2828.95,0.100097656,0.16586494,2124.3833,4.6707868023077026e-05,25.681215198240583,109.429504,3
1764559395867476878,2828.95,0.100097656,0.16503942,2113.6248,4.6707868023077026e-05,21.026000659213224,107.61829,3
1764559396867476878,2828.95,0.100097656,0.18273218,1936.9775,4.6707868023077026e-05,17.214633353935785,86.1946,3
1764559397867476878,2828.95,0.100097656,0.17067765,1948.7092,4.6707868023077026e-05,14.094149729829189,85.8412,3
1764559398867476878,2828.95,0.100097656,0.17174652,1971.5753,4.6707868023077026e-05,11.539313822296887,82.656105,3
1764559399867476878,2828.75,0.100097656,0.13881053,2316.0972,5.0550199375720695e-05,18.511053441833205,93.4013,3
1764559400867476878,2828.75,0.100097656,0.40166816,2322.4111,5.0550199375720695e-05,15.155568724698867,184.5618,3
1764559401867476878,2828.95,0.100097656,0.3511435,3710.2295,5.176546983420849e-05,13.49594567682992,285.85468,3
1764559402867476878,2828.95,0.100097656,0.26585332,3739.3652,5.176546983420849e-05,11.049545767490494,120.152,3
1764559403867476878,2828.95,0.100097656,0.3123525,3700.191,5.055019573774189e-05,9.04660292738712,107.52311,3
1764559404867476878,2828.95,0.100097656,0.22021753,4235.3887,4.62098942080047e-05,7.406732027537132,35.285896,3
1764559405867476878,2828.95,0.100097656,0.2246567,4281.8325,4.62098942080047e-05,6.0641192907522825,57.650097,3
1764559406867476878,2828.95,0.100097656,0.3248188,4652.6357,4.414473369251937e-05,4.964880953672333,135.81381,3
1764559407867476878,2828.95,0.100097656,0.3443282,4733.5293,3.156071397825144e-05,4.064900722142678,130.727,3
1764559408867476878,2828.95,0.100097656,0.35587403,4836.0723,3.156071397825144e-05,3.3280592294271067,228.2742,3
1764559409867476878,2828.95,0.100097656,0.37613922,5034.285,3.156071397825144e-05,2.724784439196983,130.639,3
1764559410867476878,2828.95,0.100097656,0.3703169,5043.8496,2.7103653337690048e-05,2.230864815878912,134.82741,3
1764559411867476878,2828.75,0.100097656,0.4961567,4728.575,2.7103653337690048e-05,15.784209643715116,110.17621,3
1764559412867476878,2828.65,0.099853516,0.51985735,5322.9844,2.797749220917467e-05,35.58167371359189,377.02127,3
1764559413867476878,2828.35,0.099853516,0.7749858,3936.1572,3.5478693462209776e-05,65.02312140586372,456.96738,3
1764559414867476878,2828.35,0.099853516,0.74461544,4059.3662,3.5478693462209776e-05,55.95546785993412,414.94357,3
1764559415867476878,2828.35,0.099853516,0.7685329,3936.1555,3.5478693462209776e-05,47.80642405593687,371.89786,3
1764559416867476878,2828.35,0.099853516,0.72310597,4004.5679,3.5478693462209776e-05,41.85962827311281,251.62949,3
1764559417867476878,2828.25,0.100097656,0.7335128,3579.336,3.578327959985472e-05,45.51045828877516,122.837975,3
1764559418867476878,2828.15,0.099853516,0.7474462,4172.9546,3.599892443162389e-05,43.6052354299636,323.3257,3
1764559419867476878,2828.15,0.099853516,0.6985684,4230.1035,3.367830140632577e-05,37.51363971093697,159.28337,3
1764559420867476878,2828.05,0.100097656,0.7277931,4711.8623,3.3999018342001364e-05,31.98245521968564,686.2671,3
1764559421867476878,2828.05,0.100097656,0.73018277,4698.915,2.84101624856703e-05,26.185019647296055,686.2671,3
1764559422867476878,2828.05,0.100097656,0.7266962,4775.649,2.8410160666680895e-05,21.43848085519245,713.74615,3
1764559423867476878,2828.05,0.100097656,0.7006794,4981.2974,2.8410160666680895e-05,17.733612822341627,727.0021,3
1764559424867476878,2828.05,0.100097656,0.67782456,5146.495,2.841015884769149e-05,14.519054180829114,731.78674,3
1764559425867476878,2828.05,0.100097656,0.67278326,5218.692,2.841015884769149e-05,11.887196163450241,742.2133,3
1764559426867476878,2828.05,0.100097656,0.7288392,5338.785,2.841015884769149e-05,9.732413066887313,984.13605,3
1764559427867476878,2828.25,0.100097656,0.7520344,4647.515,3.3999018342001364e-05,32.620843460913115,540.82983,3
1764559428867476878,2828.55,0.100097656,0.35077783,2869.0005,4.2652085539884865e-05,60.061229166443695,374.46964,3
1764559429867476878,2828.85,0.099853516,0.18223847,3971.1396,4.9311071052215993e-05,82.164978326039,161.69862,3
1764559430867476878,2828.95,0.100097656,0.21133904,4900.575,4.996948700863868e-05,86.12299626140387,38.3271,3
1764559431867476878,2828.95,0.100097656,0.20038381,4841.4766,4.728084968519397e-05,70.51154558643141,32.4445,3
1764559432867476878,2828.95,0.100097656,0.20977552,4924.215,4.64296608697623e-05,57.72997081867143,35.4978,3
