seed,ppo6_shortfall_bps,ppo7_shortfall_bps,diff_6_minus_7
1000,21.99890567473484,23.104258492994372,-1.105352818259533
1001,21.545993607320238,22.892175325898766,-1.3461817185785279
1002,22.061763464992303,22.358660031116028,-0.29689656612372417
1003,20.576178650417106,22.052234200019285,-1.4760555496021794
1004,26.032861869288443,22.610156895331514,3.422704973956929
