seed,episode,start_local,start_idx_abs,static_bps,sizeaware_bps,vwap_bps,static_vs_vwap,sizeaware_vs_vwap,sizeaware_vs_static
1001,72,17910,78389,127.563,48.858,48.545,79.017,0.313,-78.704
1001,73,2248,62727,38.057,40.779,41.488,-3.431,-0.709,2.722
1001,74,863,61342,95.589,61.703,81.348,14.241,-19.645,-33.886
1001,75,7009,67488,44.671,45.34,33.527,11.143,11.812,0.669
1001,76,25178,85657,92.953,46.001,46.457,46.496,-0.456,-46.952
1001,77,10346,70825,226.061,48.957,52.637,173.424,-3.68,-177.104
1001,78,20520,80999,51.169,21.876,42.658,8.511,-20.782,-29.293
1001,79,18568,79047,41.4,41.342,54.376,-12.976,-13.035,-0.058
1001,80,2907,63386,160.295,49.095,50.266,110.029,-1.171,-111.2
1001,81,5286,65765,105.759,48.144,41.894,63.865,6.25,-57.615
1001,82,24552,85031,30.727,30.896,37.191,-6.464,-6.296,0.169
1001,83,21380,81859,93.397,56.318,59.409,33.988,-3.09,-37.078
1001,84,9139,69618,129.584,42.274,45.822,83.762,-3.548,-87.31
1001,85,5959,66438,32.316,31.142,35.245,-2.929,-4.103,-1.174
1001,86,24713,85192,29.088,27.955,69.673,-40.585,-41.718,-1.133
1001,87,11262,71741,55.145,32.853,37.593,17.552,-4.74,-22.292
1001,88,2138,62617,100.426,60.139,60.625,39.8,-0.487,-40.287
1001,89,13224,73703,52.082,35.666,41.841,10.242,-6.174,-16.416
1001,90,20944,81423,38.839,51.075,48.836,-9.997,2.239,12.236
1001,91,20771,81250,106.27,41.276,36.073,70.198,5.204,-64.994
1001,92,22918,83397,31.948,33.001,35.991,-4.043,-2.99,1.053
1001,93,10177,70656,212.67,58.875,60.569,152.1,-1.694,-153.794
1001,94,25375,85854,58.864,35.929,39.01,19.855,-3.081,-22.935
1001,95,20319,80798,21.408,20.331,20.561,0.848,-0.23,-1.078
1001,96,10004,70483,61.661,11.318,37.375,24.287,-26.056,-50.343
1001,97,17887,78366,152.227,47.581,51.153,101.075,-3.572,-104.646
1001,98,9083,69562,55.072,43.299,43.317,11.755,-0.018,-11.773
1001,99,10456,70935,248.495,46.049,51.393,197.102,-5.343,-202.446
1001,100,5928,66407,47.365,44.985,47.958,-0.593,-2.973,-2.38
1001,101,16141,76620,2.061,-2.289,20.879,-18.818,-23.168,-4.35
1001,102,11493,71972,71.928,27.374,29.731,42.197,-2.357,-44.554
1001,103,2594,63073,45.538,48.226,44.517,1.021,3.709,2.688
1001,104,14194,74673,140.557,31.175,30.487,110.07,0.688,-109.382
1001,105,11233,71712,182.124,53.371,54.019,128.104,-0.649,-128.753
1001,106,15945,76424,30.639,33.911,47.427,-16.789,-13.516,3.273
1001,107,2699,63178,70.025,42.51,55.57,14.455,-13.06,-27.514
1001,108,10980,71459,85.881,42.19,42.438,43.443,-0.248,-43.69
1001,109,4068,64547,164.811,41.203,51.323,113.487,-10.121,-123.608
1001,110,18840,79319,28.704,32.05,35.414,-6.71,-3.364,3.345
1001,111,16821,77300,206.774,63.147,54.718,152.056,8.429,-143.627
1001,112,18463,78942,25.501,26.909,36.949,-11.448,-10.04,1.408
1001,113,17487,77966,44.88,54.698,62.133,-17.253,-7.435,9.817
1001,114,14664,75143,106.071,41.55,45.701,60.37,-4.151,-64.521
1001,115,10378,70857,80.32,49.61,50.91,29.41,-1.3,-30.71
1001,116,13568,74047,61.142,44.676,49.831,11.31,-5.155,-16.465
1001,117,25223,85702,78.1,54.359,54.973,23.128,-0.614,-23.742
1001,118,15391,75870,93.545,38.668,38.485,55.059,0.182,-54.877
1001,119,19259,79738,33.024,19.686,39.227,-6.203,-19.541,-13.338
1001,120,24629,85108,66.556,37.484,35.794,30.762,1.69,-29.072
1001,121,629,61108,40.841,30.367,36.19,4.65,-5.823,-10.473
1001,122,15144,75623,50.435,-5.809,27.029,23.406,-32.838,-56.244
1001,123,2906,63385,137.681,50.237,50.591,87.09,-0.353,-87.444
1001,124,1909,62388,24.624,20.976,31.941,-7.317,-10.965,-3.648
1001,125,6650,67129,69.134,35.707,36.085,33.05,-0.378,-33.428
1001,126,12086,72565,124.351,43.056,57.756,66.594,-14.701,-81.295
1001,127,13858,74337,90.419,54.103,55.744,34.675,-1.64,-36.316
1001,128,3214,63693,89.145,47.761,56.474,32.671,-8.713,-41.384
1001,129,9305,69784,45.677,13.287,26.836,18.842,-13.549,-32.39
1001,130,22322,82801,28.209,51.197,44.726,-16.517,6.471,22.988
1001,131,14334,74813,140.305,44.625,40.294,100.011,4.331,-95.68
1001,132,7722,68201,34.514,19.619,32.893,1.621,-13.274,-14.895
1001,133,13605,74084,57.219,31.537,31.44,25.779,0.097,-25.681
1001,134,14975,75454,25.762,17.768,23.313,2.449,-5.545,-7.993
1001,135,23932,84411,37.485,31.831,28.239,9.246,3.592,-5.655
1001,136,22395,82874,30.25,45.47,36.06,-5.81,9.411,15.22
1001,137,17043,77522,45.166,38.149,45.194,-0.028,-7.045,-7.017
1001,138,10393,70872,120.194,56.72,52.927,67.267,3.793,-63.474
1001,139,21190,81669,71.061,1.028,27.813,43.248,-26.785,-70.033
1001,140,13992,74471,27.119,26.825,28.992,-1.873,-2.167,-0.294
1001,141,8076,68555,56.445,30.502,39.508,16.937,-9.006,-25.943
1001,142,15368,75847,56.392,37.779,36.514,19.878,1.265,-18.613
1001,143,14477,74956,297.93,48.2,46.934,250.996,1.265,-249.731
1001,144,22927,83406,37.673,40.875,37.771,-0.098,3.104,3.202
1001,145,24912,85391,28.917,27.157,29.308,-0.391,-2.151,-1.76
1001,146,5342,65821,68.447,38.362,41.362,27.085,-3.0,-30.085
1001,147,18738,79217,27.983,34.997,34.323,-6.34,0.674,7.015
1001,148,8585,69064,69.372,40.17,40.071,29.301,0.099,-29.202
1001,149,4923,65402,38.335,36.184,34.29,4.044,1.894,-2.15
1001,150,23159,83638,54.573,36.938,39.879,14.695,-2.94,-17.635
1001,151,13206,73685,78.862,43.406,49.146,29.716,-5.74,-35.456
1001,152,6628,67107,157.585,32.15,35.941,121.644,-3.791,-125.436
1001,153,3282,63761,28.322,37.792,60.59,-32.268,-22.798,9.47
1001,154,9741,70220,84.183,34.238,40.891,43.292,-6.653,-49.944
1001,155,9875,70354,146.809,38.305,54.561,92.248,-16.255,-108.504
1001,156,22624,83103,55.527,35.007,37.428,18.099,-2.421,-20.52
1001,157,17149,77628,25.182,0.405,32.561,-7.379,-32.156,-24.777
1001,158,20124,80603,29.7,33.291,32.178,-2.479,1.112,3.591
1001,159,6779,67258,29.21,32.388,27.545,1.665,4.843,3.178
1001,160,12414,72893,213.821,55.073,62.104,151.718,-7.03,-158.748
1001,161,17223,77702,71.076,50.909,52.241,18.835,-1.332,-20.166
1001,162,11383,71862,44.414,45.44,36.996,7.419,8.444,1.026
1001,163,8495,68974,106.237,23.368,35.057,71.18,-11.688,-82.868
1001,164,15371,75850,63.181,37.627,35.742,27.438,1.885,-25.553
1001,165,16722,77201,159.79,45.896,39.563,120.227,6.333,-113.894
1001,166,17742,78221,69.298,43.448,57.554,11.744,-14.106,-25.85
1001,167,12261,72740,186.851,58.17,54.945,131.906,3.225,-128.681
1001,168,592,61071,34.13,40.62,44.057,-9.927,-3.437,6.49
1001,169,14248,74727,103.844,31.359,44.188,59.656,-12.828,-72.485
1001,170,20353,80832,13.043,4.186,21.922,-8.88,-17.736,-8.857
1001,171,24976,85455,32.597,36.438,32.858,-0.261,3.58,3.842
1001,172,15730,76209,56.704,50.201,51.286,5.419,-1.085,-6.503
1001,173,20121,80600,29.606,33.649,28.358,1.248,5.291,4.043
1001,174,2932,63411,69.465,42.758,47.098,22.367,-4.34,-26.707
1001,175,12942,73421,33.734,28.405,32.179,1.555,-3.774,-5.329
1001,176,3857,64336,105.665,37.508,42.851,62.814,-5.343,-68.157
1001,177,10920,71399,48.521,23.952,30.819,17.701,-6.867,-24.569
1001,178,563,61042,57.358,44.585,43.907,13.452,0.679,-12.773
1001,179,21309,81788,48.117,34.597,45.91,2.207,-11.313,-13.52
1001,180,17372,77851,107.049,35.071,52.521,54.529,-17.45,-71.978
1001,181,2608,63087,48.917,40.4,34.407,14.511,5.994,-8.517
1001,182,21313,81792,38.657,37.812,46.495,-7.838,-8.683,-0.845
1001,183,18998,79477,68.349,33.01,44.632,23.718,-11.622,-35.339
1001,184,14873,75352,89.206,41.062,28.996,60.209,12.065,-48.144
1001,185,17797,78276,40.633,44.397,48.891,-8.258,-4.494,3.764
1001,186,20521,81000,45.968,21.831,42.556,3.412,-20.725,-24.137
1001,187,20554,81033,53.9,54.281,65.518,-11.617,-11.236,0.381
1001,188,4714,65193,85.869,44.332,39.982,45.886,4.35,-41.537
1001,189,688,61167,18.097,21.33,39.842,-21.745,-18.512,3.233
1001,190,9172,69651,103.641,44.964,53.664,49.976,-8.7,-58.677
1001,191,6866,67345,45.793,39.346,39.334,6.459,0.012,-6.447
1001,192,16123,76602,10.322,7.339,20.775,-10.453,-13.436,-2.983
1001,193,20652,81131,39.249,44.875,42.526,-3.277,2.349,5.627
1001,194,12953,73432,23.312,16.091,24.227,-0.915,-8.137,-7.222
1001,195,373,60852,37.972,34.915,44.912,-6.941,-9.997,-3.057
1001,196,17524,78003,22.223,30.799,30.885,-8.662,-0.086,8.576
1001,197,8741,69220,47.945,43.77,45.327,2.618,-1.557,-4.175
1001,198,3489,63968,138.432,35.166,41.043,97.389,-5.877,-103.266
1001,199,14161,74640,21.314,27.703,29.394,-8.08,-1.69,6.39
1001,200,4221,64700,65.394,45.628,45.256,20.138,0.372,-19.766
1001,201,5415,65894,81.822,37.524,45.993,35.829,-8.469,-44.298
1001,202,10427,70906,94.329,45.741,46.236,48.093,-0.495,-48.588
1001,203,1628,62107,91.556,42.347,42.174,49.382,0.173,-49.209
1001,204,10828,71307,55.558,37.788,40.2,15.358,-2.412,-17.77
1001,205,6088,66567,31.989,31.113,31.833,0.157,-0.719,-0.876
1001,206,8505,68984,40.638,23.432,34.729,5.909,-11.298,-17.207
1001,207,11006,71485,105.811,45.826,51.502,54.309,-5.676,-59.985
1001,208,5038,65517,16.095,-4.57,24.382,-8.287,-28.953,-20.666
1001,209,8009,68488,117.957,46.812,49.073,68.884,-2.26,-71.144
1001,210,18146,78625,53.212,49.074,42.281,10.931,6.793,-4.138
1001,211,21667,82146,27.882,33.473,42.951,-15.069,-9.478,5.591
1001,212,22315,82794,51.698,50.991,46.924,4.773,4.066,-0.707
1001,213,2904,63383,138.33,49.672,50.109,88.221,-0.437,-88.657
1001,214,14254,74733,98.538,42.255,52.061,46.478,-9.805,-56.283
1001,215,4188,64667,145.814,37.15,37.334,108.48,-0.183,-108.663
1001,216,7288,67767,49.311,47.952,39.807,9.504,8.145,-1.359
1001,217,708,61187,19.725,10.658,28.381,-8.656,-17.723,-9.068
1001,218,4305,64784,37.59,24.278,27.025,10.566,-2.747,-13.312
1001,219,18227,78706,79.067,25.889,47.868,31.199,-21.979,-53.178
1001,220,10724,71203,63.901,21.509,46.199,17.702,-24.69,-42.392
1001,221,7540,68019,33.781,47.588,50.398,-16.617,-2.81,13.807
1001,222,16885,77364,136.293,41.008,50.978,85.315,-9.97,-95.285
1001,223,8850,69329,146.465,47.674,47.459,99.005,0.215,-98.791
1001,224,8594,69073,60.488,40.278,37.986,22.503,2.292,-20.211
1001,225,9122,69601,57.017,49.665,44.04,12.977,5.625,-7.352
1001,226,23391,83870,33.948,33.303,32.749,1.198,0.554,-0.645
1001,227,2295,62774,29.927,46.919,37.996,-8.069,8.923,16.992
1001,228,16088,76567,30.478,13.12,29.802,0.676,-16.683,-17.358
1001,229,2009,62488,27.59,37.368,31.628,-4.037,5.741,9.778
1001,230,24405,84884,100.721,49.502,45.886,54.834,3.615,-51.219
1001,231,9913,70392,87.122,46.934,44.243,42.879,2.691,-40.188
1001,232,18812,79291,13.898,9.088,66.671,-52.772,-57.583,-4.811
1001,233,12263,72742,178.947,63.885,56.854,122.094,7.032,-115.062
1001,234,342,60821,123.634,43.085,42.749,80.885,0.336,-80.549
1001,235,9250,69729,73.732,51.457,50.273,23.459,1.184,-22.274
1001,236,21473,81952,21.843,18.663,55.904,-34.061,-37.242,-3.181
1001,237,2890,63369,104.93,55.813,56.256,48.674,-0.442,-49.117
1001,238,20867,81346,42.782,44.216,44.854,-2.071,-0.638,1.434
1001,239,17113,77592,25.863,27.238,33.259,-7.396,-6.021,1.375
1001,240,21250,81729,50.336,63.525,61.283,-10.948,2.242,13.189
1001,241,11651,72130,121.279,48.144,40.791,80.489,7.353,-73.135
1001,242,16686,77165,68.229,29.831,39.219,29.01,-9.388,-38.398
1001,243,22674,83153,77.701,49.357,51.932,25.769,-2.575,-28.344
1001,244,20834,81313,38.87,41.748,37.209,1.661,4.539,2.878
1001,245,18833,79312,21.201,23.307,37.884,-16.683,-14.578,2.106
1001,246,13012,73491,98.805,50.432,51.464,47.341,-1.032,-48.373
1001,247,4748,65227,62.179,50.577,36.259,25.92,14.318,-11.602
1001,248,8539,69018,111.195,53.041,43.192,68.003,9.849,-58.154
1001,249,6190,66669,118.218,49.437,46.496,71.722,2.941,-68.781
1001,250,5852,66331,48.905,47.355,43.045,5.86,4.31,-1.55
1001,251,11586,72065,24.233,9.954,24.776,-0.544,-14.823,-14.279
1001,252,9240,69719,81.279,48.16,41.831,39.448,6.329,-33.119
1001,253,7688,68167,85.583,36.123,40.25,45.333,-4.127,-49.46
1001,254,13744,74223,152.7,45.803,34.66,118.04,11.143,-106.897
1001,255,24277,84756,44.045,53.26,55.807,-11.762,-2.547,9.215
1001,256,2079,62558,26.803,22.109,29.122,-2.319,-7.014,-4.695
1001,257,10570,71049,46.4,30.696,35.084,11.316,-4.387,-15.703
1001,258,599,61078,34.227,40.911,42.945,-8.719,-2.034,6.684
1001,259,4599,65078,79.686,45.306,40.608,39.079,4.698,-34.381
1001,260,10276,70755,85.723,40.559,40.125,45.598,0.434,-45.164
1001,261,11182,71661,106.256,25.482,25.898,80.358,-0.416,-80.774
1001,262,7778,68257,34.413,-25.94,17.516,16.897,-43.456,-60.353
1001,263,19084,79563,42.501,48.328,41.713,0.787,6.615,5.828
1001,264,5384,65863,91.901,46.295,50.983,40.918,-4.688,-45.606
1001,265,16004,76483,28.166,28.899,32.817,-4.652,-3.918,0.734
1001,266,9108,69587,73.26,50.738,46.547,26.713,4.192,-22.521
1001,267,20180,80659,44.449,49.217,48.353,-3.904,0.864,4.768
1001,268,511,60990,43.103,43.213,44.1,-0.997,-0.887,0.11
1001,269,14122,74601,14.123,16.835,24.382,-10.258,-7.547,2.711
1001,270,25084,85563,34.129,26.646,24.869,9.26,1.777,-7.483
1001,271,24285,84764,49.157,57.314,56.893,-7.737,0.42,8.157
1001,272,14462,74941,225.436,50.162,44.696,180.74,5.466,-175.274
1001,273,10015,70494,115.427,7.139,36.22,79.207,-29.081,-108.288
1001,274,21180,81659,44.019,10.263,30.564,13.455,-20.301,-33.757
1001,275,25286,85765,30.695,34.287,35.826,-5.131,-1.539,3.592
1001,276,22122,82601,49.828,53.121,54.703,-4.875,-1.582,3.293
1001,277,16995,77474,38.737,35.018,39.255,-0.518,-4.237,-3.719
1001,278,8093,68572,89.827,32.472,40.281,49.545,-7.809,-57.354
1001,279,19486,79965,189.385,50.365,53.479,135.906,-3.114,-139.019
1001,280,10807,71286,54.805,33.034,40.322,14.483,-7.289,-21.772
1001,281,5522,66001,115.179,57.17,54.197,60.982,2.973,-58.009
1001,282,10504,70983,48.364,50.295,60.551,-12.187,-10.256,1.931
1001,283,21965,82444,26.842,26.431,27.762,-0.92,-1.332,-0.412
1001,284,20519,80998,52.142,25.225,43.312,8.831,-18.087,-26.917
1001,285,304,60783,152.876,54.684,52.128,100.747,2.555,-98.192
1001,286,22917,83396,31.226,32.227,35.758,-4.532,-3.531,1.001
1001,287,18815,79294,26.612,23.426,84.481,-57.869,-61.056,-3.187
1001,288,25501,85980,26.661,25.065,33.521,-6.86,-8.456,-1.596
1001,289,11799,72278,37.929,-7.831,16.318,21.611,-24.148,-45.76
1001,290,22357,82836,43.769,54.899,42.545,1.224,12.354,11.13
1001,291,21847,82326,30.861,33.557,30.482,0.379,3.074,2.696
1001,292,12975,73454,29.426,25.941,31.264,-1.839,-5.324,-3.485
1001,293,17226,77705,76.856,51.196,53.212,23.644,-2.016,-25.66
1001,294,21333,81812,37.6,33.805,50.754,-13.154,-16.949,-3.795
1001,295,6525,67004,96.251,44.088,44.2,52.051,-0.111,-52.163
1001,296,6743,67222,48.409,52.705,40.921,7.489,11.784,4.295
1001,297,4356,64835,51.527,26.898,29.184,22.342,-2.287,-24.629
1001,298,8606,69085,77.758,47.592,41.893,35.865,5.699,-30.166
1001,299,9997,70476,40.065,13.92,36.088,3.977,-22.167,-26.145
1002,0,15639,76118,134.317,104.786,54.459,79.858,50.327,-29.532
1002,1,9847,70326,115.203,40.769,48.161,67.043,-7.392,-74.435
1002,2,20082,80561,32.738,33.818,44.483,-11.745,-10.664,1.081
1002,3,9236,69715,133.127,40.517,40.811,92.315,-0.295,-92.61
1002,4,23135,83614,98.328,49.003,43.26,55.068,5.743,-49.325
1002,5,19332,79811,117.531,55.673,50.616,66.915,5.058,-61.857
1002,6,15822,76301,98.384,73.479,64.65,33.733,8.828,-24.905
1002,7,10071,70550,48.516,10.417,37.203,11.313,-26.786,-38.099
1002,8,19799,80278,49.875,45.861,71.168,-21.293,-25.308,-4.015
1002,9,8717,69196,44.607,43.625,41.391,3.216,2.234,-0.982
1002,10,1526,62005,153.204,64.61,49.973,103.231,14.636,-88.594
1002,11,14349,74828,162.02,50.544,45.628,116.391,4.916,-111.475
1002,12,9277,69756,132.187,24.687,34.952,97.234,-10.265,-107.5
1002,13,4841,65320,163.071,40.613,42.317,120.755,-1.704,-122.459
1002,14,22031,82510,23.991,22.922,28.072,-4.081,-5.15,-1.069
1002,15,3094,63573,111.677,33.385,36.545,75.132,-3.16,-78.292
1002,16,20478,80957,38.64,40.732,39.897,-1.257,0.835,2.092
1002,17,21730,82209,38.789,37.486,66.999,-28.21,-29.513,-1.304
1002,18,23552,84031,29.718,35.387,34.099,-4.381,1.289,5.67
1002,19,10413,70892,123.215,38.751,44.293,78.923,-5.542,-84.464
1002,20,12143,72622,20.966,-13.999,27.26,-6.293,-41.259,-34.966
1002,21,24019,84498,37.348,44.732,49.694,-12.346,-4.962,7.384
1002,22,4576,65055,64.931,43.043,43.95,20.982,-0.907,-21.889
1002,23,8996,69475,100.959,36.432,39.88,61.079,-3.449,-64.527
1002,24,22843,83322,37.834,38.967,42.468,-4.634,-3.502,1.133
1002,25,9463,69942,297.9,47.25,48.702,249.198,-1.452,-250.651
1002,26,14474,74953,383.971,49.142,49.908,334.063,-0.767,-334.83
1002,27,25594,86073,46.197,29.142,28.723,17.475,0.42,-17.055
1002,28,11858,72337,25.693,-11.462,30.501,-4.808,-41.963,-37.155
1002,29,7320,67799,70.614,29.894,32.758,37.856,-2.864,-40.72
1002,30,17486,77965,47.27,44.18,62.444,-15.173,-18.264,-3.09
1002,31,829,61308,168.307,92.223,71.389,96.919,20.835,-76.084
1002,32,2021,62500,41.188,35.954,24.796,16.393,11.158,-5.235
1002,33,73,60552,168.918,116.4,53.098,115.82,63.302,-52.518
1002,34,7522,68001,33.514,26.859,64.573,-31.059,-37.714,-6.655
1002,35,21129,81608,35.883,36.597,58.363,-22.48,-21.767,0.713
1002,36,19496,79975,144.79,50.114,54.996,89.795,-4.881,-94.676
1002,37,3726,64205,118.91,47.533,48.756,70.154,-1.224,-71.377
1002,38,16448,76927,55.073,12.544,49.601,5.472,-37.057,-42.529
1002,39,3992,64471,96.832,37.56,40.197,56.635,-2.637,-59.272
1002,40,9305,69784,48.75,9.768,26.836,21.914,-17.068,-38.982
1002,41,6523,67002,72.401,46.91,43.464,28.937,3.445,-25.491
1002,42,3247,63726,65.49,24.352,50.555,14.935,-26.203,-41.138
1002,43,19584,80063,31.726,33.339,53.66,-21.934,-20.32,1.613
1002,44,9074,69553,95.503,72.854,47.576,47.927,25.278,-22.649
1002,45,8603,69082,53.048,45.416,41.512,11.536,3.904,-7.632
1002,46,21793,82272,41.536,38.216,42.776,-1.239,-4.559,-3.32
1002,47,564,61043,80.633,45.994,43.026,37.606,2.968,-34.639
1002,48,9207,69686,88.448,21.482,34.557,53.89,-13.075,-66.966
1002,49,1938,62417,33.231,31.854,35.632,-2.401,-3.778,-1.377
1002,50,8837,69316,264.77,47.806,48.294,216.476,-0.488,-216.964
1002,51,15371,75850,75.766,36.443,35.742,40.024,0.7,-39.323
1002,52,12346,72825,77.435,47.598,45.456,31.979,2.142,-29.837
1002,53,614,61093,35.651,41.583,40.277,-4.626,1.306,5.932
1002,54,22221,82700,28.734,36.575,36.279,-7.545,0.295,7.84
1002,55,6102,66581,29.272,32.456,30.63,-1.358,1.826,3.184
1002,56,20547,81026,50.944,52.478,65.464,-14.52,-12.987,1.534
1002,57,3458,63937,58.003,29.72,45.801,12.202,-16.082,-28.283
1002,58,12254,72733,179.508,41.231,51.888,127.62,-10.657,-138.277
1002,59,5469,65948,151.836,47.132,44.03,107.806,3.102,-104.704
1002,60,6875,67354,80.436,41.994,38.062,42.374,3.932,-38.442
1002,61,18506,78985,26.447,31.284,39.433,-12.986,-8.149,4.837
1002,62,21982,82461,27.79,34.694,28.391,-0.601,6.303,6.904
1002,63,23967,84446,23.827,23.553,27.439,-3.612,-3.886,-0.274
1002,64,11408,71887,58.129,26.598,25.139,32.99,1.459,-31.531
1002,65,6379,66858,31.877,39.079,37.537,-5.66,1.542,7.202
1002,66,5494,65973,95.539,27.291,38.312,57.227,-11.021,-68.248
1002,67,10469,70948,200.608,86.797,57.542,143.066,29.255,-113.811
1002,68,7054,67533,27.503,31.735,29.393,-1.889,2.342,4.232
1002,69,15633,76112,100.287,91.482,50.898,49.389,40.584,-8.805
1002,70,9119,69598,103.046,42.776,43.432,59.614,-0.656,-60.27
1002,71,3474,63953,131.531,70.384,46.918,84.613,23.466,-61.147
1002,72,14575,75054,282.52,85.69,45.753,236.767,39.937,-196.83
1002,73,7800,68279,125.178,27.239,48.761,76.418,-21.522,-97.94
1002,74,24140,84619,69.02,32.67,38.064,30.957,-5.394,-36.351
1002,75,19328,79807,113.152,53.718,52.533,60.619,1.185,-59.434
1002,76,24414,84893,77.383,40.836,52.892,24.491,-12.056,-36.547
1002,77,10671,71150,432.332,47.279,55.996,376.336,-8.717,-385.053
1002,78,2489,62968,49.469,47.921,48.077,1.392,-0.156,-1.548
1002,79,8982,69461,53.011,38.556,36.925,16.086,1.631,-14.455
1002,80,12329,72808,56.443,33.831,47.548,8.895,-13.717,-22.612
1002,81,14573,75052,261.601,70.207,45.728,215.872,24.479,-191.393
1002,82,13566,74045,71.151,53.404,49.87,21.282,3.534,-17.748
1002,83,12083,72562,118.383,34.426,51.043,67.34,-16.617,-83.957
1002,84,13578,74057,68.188,46.966,50.062,18.126,-3.096,-21.222
1002,85,22440,82919,30.979,30.412,31.334,-0.356,-0.922,-0.567
1002,86,13335,73814,131.405,25.919,33.832,97.573,-7.913,-105.486
1002,87,17492,77971,40.307,33.729,64.357,-24.05,-30.628,-6.577
1002,88,17523,78002,30.877,32.786,31.914,-1.037,0.872,1.909
1002,89,11961,72440,196.457,103.309,53.688,142.769,49.62,-93.149
1002,90,16573,77052,64.958,4.987,28.595,36.363,-23.608,-59.971
1002,91,10636,71115,38.327,35.328,37.609,0.718,-2.281,-2.999
1002,92,2003,62482,32.918,40.072,35.329,-2.411,4.743,7.154
1002,93,3775,64254,46.887,37.71,37.283,9.605,0.427,-9.178
1002,94,20417,80896,44.204,42.138,58.359,-14.155,-16.22,-2.066
1002,95,18339,78818,31.681,35.594,35.833,-4.153,-0.239,3.914
1002,96,4019,64498,133.875,42.594,45.754,88.12,-3.16,-91.281
1002,97,6729,67208,51.203,37.124,46.524,4.679,-9.399,-14.078
1002,98,10039,70518,68.523,20.363,35.139,33.384,-14.777,-48.16
1002,99,464,60943,197.502,57.329,48.618,148.884,8.711,-140.173
1002,100,1949,62428,29.863,29.592,35.597,-5.734,-6.004,-0.27
1002,101,3691,64170,83.544,67.583,56.674,26.869,10.909,-15.96
1002,102,842,61321,110.756,84.335,79.23,31.525,5.105,-26.421
1002,103,16458,76937,109.936,11.152,43.689,66.248,-32.537,-98.784
1002,104,23454,83933,26.652,30.394,35.58,-8.928,-5.186,3.742
1002,105,11094,71573,157.808,31.935,39.951,117.858,-8.016,-125.874
1002,106,18713,79192,58.6,35.675,36.672,21.928,-0.997,-22.925
1002,107,9078,69557,75.722,57.012,46.792,28.93,10.22,-18.71
1002,108,23977,84456,29.609,28.884,35.608,-5.999,-6.724,-0.726
1002,109,16115,76594,12.214,12.536,28.206,-15.992,-15.671,0.322
1002,110,7057,67536,24.579,31.357,29.838,-5.259,1.519,6.778
1002,111,1498,61977,154.732,54.391,53.214,101.518,1.177,-100.341
1002,112,24226,84705,68.11,41.748,46.48,21.63,-4.732,-26.362
1002,113,5297,65776,146.946,47.917,41.41,105.536,6.507,-99.029
1002,114,6219,66698,38.632,37.523,36.956,1.675,0.567,-1.108
1002,115,3533,64012,98.676,43.302,48.388,50.288,-5.086,-55.374
1002,116,10240,70719,139.042,83.127,53.605,85.437,29.522,-55.915
1002,117,1213,61692,77.1,48.013,56.33,20.771,-8.317,-29.087
1002,118,7603,68082,62.029,18.346,25.696,36.333,-7.35,-43.682
1002,119,8365,68844,127.46,47.066,43.765,83.695,3.301,-80.394
1002,120,17591,78070,79.282,99.127,60.541,18.741,38.586,19.844
1002,121,16839,77318,236.241,77.773,58.81,177.431,18.963,-158.468
1002,122,761,61240,59.671,-4.622,35.63,24.041,-40.251,-64.293
1002,123,24885,85364,44.395,30.381,25.526,18.869,4.855,-14.014
1002,124,16332,76811,8.521,34.143,24.438,-15.918,9.704,25.622
1002,125,25382,85861,73.772,39.159,40.894,32.878,-1.735,-34.613
1002,126,20507,80986,46.514,34.876,45.881,0.633,-11.005,-11.637
1002,127,57,60536,233.403,213.096,57.338,176.065,155.758,-20.306
1002,128,4049,64528,74.647,43.645,47.028,27.619,-3.383,-31.002
1002,129,21692,82171,23.016,22.697,37.305,-14.289,-14.609,-0.319
1002,130,4611,65090,50.227,40.323,39.117,11.11,1.206,-9.904
1002,131,24695,85174,31.784,31.693,38.118,-6.335,-6.425,-0.09
1002,132,20371,80850,31.124,26.829,39.776,-8.652,-12.947,-4.295
1002,133,8341,68820,166.32,61.634,54.353,111.968,7.281,-104.686
1002,134,4531,65010,50.241,35.731,39.907,10.334,-4.176,-14.51
1002,135,20188,80667,40.097,44.468,42.91,-2.813,1.558,4.371
1002,136,5126,65605,95.556,74.831,53.289,42.267,21.542,-20.725
1002,137,13529,74008,179.055,52.447,45.223,133.831,7.223,-126.608
1002,138,18240,78719,41.873,15.724,52.952,-11.079,-37.228,-26.149
1002,139,6634,67113,192.535,32.227,36.1,156.436,-3.873,-160.308
1002,140,16982,77461,38.285,29.637,37.603,0.681,-7.967,-8.648
1002,141,18335,78814,32.189,36.174,35.592,-3.403,0.582,3.985
1002,142,8213,68692,81.828,53.589,49.552,32.276,4.037,-28.239
1002,143,20458,80937,36.512,34.94,50.07,-13.558,-15.129,-1.572
1002,144,16492,76971,250.305,51.277,54.531,195.773,-3.254,-199.028
1002,145,11849,72328,27.078,-7.857,20.834,6.244,-28.691,-34.935
1002,146,2526,63005,71.854,42.018,42.682,29.172,-0.664,-29.836
1002,147,8095,68574,99.796,31.872,39.631,60.165,-7.759,-67.924
1002,148,22397,82876,31.071,31.956,31.638,-0.567,0.318,0.885
1002,149,10474,70953,154.808,65.748,56.076,98.732,9.672,-89.059
1002,150,6501,66980,60.896,51.395,45.687,15.209,5.708,-9.501
