seed,ppo6_sizeaware_bps,ppo7_sizeaware_bps
1000,50.94979808640619,41.13285863284123
1001,41.48131805897573,37.66925299921026
1002,47.49572727012387,40.76810334917359
1003,38.893687784508465,38.546062613569994
1004,38.268851855490794,39.52614244913889
